"id","product_uid","product_title","search_term","relevance"
3700,100650,"Glacier Bay 2-piece Dual Flush Elongated Toilet in White","handicap toilet",1.67
3710,100653,"MTD 20 in. 125cc OHV Briggs &amp; Stratton Walk-Behind Gas Lawn Mower","craft an lawn mower",2
3718,100654,"Glacier Bay Aragon Self-Rimming Bathroom Sink in White","bath sinnk",3
3720,100654,"Glacier Bay Aragon Self-Rimming Bathroom Sink in White","bathroom  pedelal sink",3
3726,100655,"3/4 in. x 2-1/4 in. x 8 ft. MDF Fluted Door Casing Set","door trim",2.33
3763,100659,"KOHLER Highline Classic the Complete Solution 2-piece 1.28 GPF Single Flush Elongated Toilet in White","kohler wellworth tpoilet",2.67
3769,100659,"KOHLER Highline Classic the Complete Solution 2-piece 1.28 GPF Single Flush Elongated Toilet in White","toilet flush kit",2.67
3792,100665,"MOEN Banbury 1-Handle Tub and Shower Faucet in Spot Resist Brushed Nickel","moen dhower faucet",3
3821,100671,"Designers Edge High Intensity Green 24-LED Twin Tripod Work Light with 5 ft. Power Cord","iq work lights",2.33
3878,100678,"Trinity EcoStorage 36 in. x 14 in. 3-Tier Bamboo and Chrome Baker&#39;s Rack Decorative Shelf","bakers rack",3
3887,100680,"25,000 BTU/Hr Top-Vent Gravity Wall Furnace Natural Gas Heater with Wall or Cabinet-Mounted Thermostat","25,000 btu gas heaters",2.67
3895,100680,"25,000 BTU/Hr Top-Vent Gravity Wall Furnace Natural Gas Heater with Wall or Cabinet-Mounted Thermostat","seat wall top",1.33
3901,100681,"Pavestone RumbleStone 3.5 in. x 11.4 in. Cafe Concrete Edger","pavestone edger",2
3977,100694,"LG Electronics 10,000 BTU Portable Air Conditioner and Dehumidifier Function with Remote Control in White (62.4 Pint./Day)","room a/c units",2.67
3980,100695,"Grade Stakes-Pine (12-Pack) (Common: 1 in. x 2 in. x 1-1/2 ft.; Actual: .562 in. x 1.375 in. x 17.5 in.)","pine straw",1
3994,100696,"GE 12 in. LED Light with Wireless Remote Control","wireless remote control",2.67
4013,100701,"Home Decorators Collection Petersford 52 in. Brushed Nickel LED Ceiling Fan","ceiling fan model 20816",2
4022,100701,"Home Decorators Collection Petersford 52 in. Brushed Nickel LED Ceiling Fan","control celing fan",1.67
4023,100701,"Home Decorators Collection Petersford 52 in. Brushed Nickel LED Ceiling Fan","fans with remote",2.33
4056,100704,"Bosch 130 ft. Laser Distance Measurer","laser measuring",3
4061,100707,"4 ft. Banquet Folding Resin Earth Tan Table","table",3
4083,100708,"Ryobi 155 mph 300 CFM 40-Volt Lithium-Ion Cordless Jet Fan Blower - Battery and Charger Not Included","yardman leaf vac",1.67
4096,100709,"James Hardie HardiePlank HZ10 5/16 in. x 8.25 in. x 144 in. Fiber Cement Beaded Smooth Lap Siding","stained hardie plank siding",2.67
4103,100710,"Hampton Bay Roanoke 48 in. Iron Indoor/Outdoor Ceiling Fan","ceiling fan model 20816",2.67
4121,100710,"Hampton Bay Roanoke 48 in. Iron Indoor/Outdoor Ceiling Fan","kitchen ceiling lightening",2.33
4127,100710,"Hampton Bay Roanoke 48 in. Iron Indoor/Outdoor Ceiling Fan","the hampton bay cf552b-mk52",2.33
4129,100711,"Williams 30,000 BTU/Hr Blue Flame Heater Propane Gas Heater with Automatic Thermostat","heater gas",2.67
4142,100712,"Milwaukee 4 in. Bi-Metal Hole Saw","milwaukee stone hole drill",2.67
4148,100714,"FibaTape Standard 1-7/8 in. x 180 ft. White Self-Adhesive Mesh Drywall Joint Tape","drywall fire joint tape",2
4155,100715,"3/16 in. x 32 in. x 48 in. DPI Pinetex White Wainscot Panel (5-Pack)","wall board",2.67
4161,100717,"US Door &amp; Fence Pro Series 3 ft. x 2.6 ft. Black Steel Fence Gate","fence gates",3
4193,100722,"IQ America Wired Westminster Door Chime with White Cover","doorbell kit",2.67
4201,100724,"Prime-Line 3 in. Diameter Pulley with Straps and Axle Bolts (2-Pack)","cable prime line emergensy open",1.33
4212,100725,"Edsal 36 in. W x 18 in. D x 72 in. H Steel Commercial Shelving Unit","steel shelving",3
4216,100726,"ClosetMaid ShelfTrack 5 ft. - 8 ft. Nickel Closet Organizer Kit","closetmaid",2.67
4226,100729,"Werner 39-1/2 in. x 12 in. x 20-9/16 in. Aluminum Work Platform","aluminum work platform",3
4230,100729,"Werner 39-1/2 in. x 12 in. x 20-9/16 in. Aluminum Work Platform","platforms",3
4231,100729,"Werner 39-1/2 in. x 12 in. x 20-9/16 in. Aluminum Work Platform","scaffold ladder",1.67
4240,100730,"Rheem Performance 40 Gal. Medium 6 Year 4500/4500-Watt Elements Electric Water Heater","draining my water heater",2.67
4254,100730,"Rheem Performance 40 Gal. Medium 6 Year 4500/4500-Watt Elements Electric Water Heater","rheum water heater",2.33
4260,100731,"Honey-Can-Do 5-Tier 72 in. H x 14 in. W x 36 in. D Metal Adjustable Urban Shelving Unit in White","Shelves Metal",3
4263,100732,"LG Electronics 10,000 BTU Window Air Conditioner with Remote","air conditioner 12000 15x23",2
4288,100734,"Gladiator 4-Shelf 73 in. H x 77 in. W x 24 in. D Welded Steel Garage Shelving Unit","steel shelving",3
4296,100735,"1 in. x 4 in. x 10 ft. Common Board","lumber 2x4",2
4319,100739,"Everbilt 1 in. Zinc-Plated Corner Brace (20-Pack)","angle bracket",3
4328,100741,"Hampton Bay Hawkins 44 in. White Ceiling Fan","ceilig fan mount",2.33
4352,100747,"Vigoro 38.5 cu. ft. Rubber Mulch in Cedar Red","red mulch",3
4365,100749,"South Shore Furniture Step One Full/Queen-Size 54/60 in. Platform Bed in Chocolate","full bed frame",2
4375,100751,"Lithonia Lighting 4 ft. Wraparound Fluorescent Ceiling Fixture","4 led shop light",2
4376,100751,"Lithonia Lighting 4 ft. Wraparound Fluorescent Ceiling Fixture","8 light",2
4396,100752,"DEWALT 20-Volt Max XR Lithium-Ion Brushless Drywall Screw Gun Kit","lithium batties",1
4415,100756,"Woodgrain Millwork WG R136 1-1/8 in. x 2-1/2 in. x 96 in. Primed Finger-Jointed Chair Rail","chair rail moulding",3
4416,100757,"SAUDER Beginnings Collection 71 in. 5-Shelf Bookcase in Soft White","24x73 book shelve case white",2.33
4417,100757,"SAUDER Beginnings Collection 71 in. 5-Shelf Bookcase in Soft White","book cases",3
4427,100761,"Husky Variety Screwdriver Set (6-Piece)","screw driver set 49.99",3
4444,100762,"12 in. x 12 in. Chaucer Newport Vinyl Tile (45 sq. ft. / case)","tiles floor",2.67
4461,100767,"MasterPiece Composite Gliding Patio Door with Woodgrain Interior","french doors exterior",2.33
4494,100775,"Mighty Mule Heavy Duty Single Slide Electric Gate Opener","mighty mule gate opener",2
4519,100781,"ADO Products Breathable Hooded Suit","coveralls",2.67
4558,100787,"Werner Quick-Click Ladder Stabilizer","standoffs",1
4564,100789,"Ryobi 185 mph 510 CFM Gas Backpack Blower","blowers",3
4579,100790,"HDX 4 ft. Lite Duty U-Post 14-Gauge Steel with Green Powder Coat Finish","steele stake",2
4591,100792,"Porter-Cable 18-Gauge Pneumatic Brad Nailer Kit","brad nail",2.67
4596,100792,"Porter-Cable 18-Gauge Pneumatic Brad Nailer Kit","pneumatic nails",2.67
4599,100792,"Porter-Cable 18-Gauge Pneumatic Brad Nailer Kit","porter model 352v5",1.67
4605,100794,"Everbilt 1/4 in. x 4 in. x 12 in. Plain Steel Plate","metal sheet",2.67
4607,100795,"Feather River Doors 74 in. x 81.625 in. Rochester Patina 1/2 Lite Unfinished Smooth Fiberglass Double Prehung Front Door","Double Doors",2.33
4673,100808,"UltraTouch 16 in. x 48 in. Denim Insulation Multi-Purpose Roll","INSULATION FOAM BOARDS",1.33
4697,100810,"Ryobi 155 mph 300 CFM 40-Volt Lithium-Ion Cordless Jet Fan Blower","rayoby batteries",2.33
4710,100812,"DEWALT 6 in. Drive Guide with Bit Tip","drill bit screw driver",2.67
4726,100818,"Glacier Bay Rust Proof 50 in. - 72 in. Aluminum Tension Curved Shower Rod in Chome","shower curtain rod",2.67
4742,100821,"ClosetMaid Shelf and Rod 6 ft. x 12 in. Ventilated Wire Shelf","closetmaid",3
4747,100822,"Classic Stone 0.5 cu. ft. Creek Stone","landscaping gravel",3
4804,100837,"Makita 179-MPH 91-CFM 18-Volt LXT Lithium-Ion Cordless Blower (Tool-Only)","blowers",3
4805,100837,"Makita 179-MPH 91-CFM 18-Volt LXT Lithium-Ion Cordless Blower (Tool-Only)","leaf blower cordless",3
4809,100838,"Veranda White Vinyl Linden Pro Privacy Fence Panel Kit (Common: 6 ft. x 8 ft.; Actual: 68 in. x 91 in.)","8ft wht veranda post sleeve",2
4830,100839,"Ariens 174 cc 22-Ton Gas Log Splitter","cooktop 22 gas",1.33
4845,100842,"Iron Doors Unlimited Armonia Classic Full Lite Painted Heavy Bronze Decorative Wrought Iron Prehung Front Door","wrought iron door",2.67
4850,100843,"ECHO 58.2cc 215 mph 510 CFM Backpack Gas Blower with Hip Throttle","leaf blower batte",2.67
4876,100849,"Brush Master 11 HP 270 cc Chipper Shredder with 3 in. dia. Feed","mtd  Wood chipper",2.33
4898,100854,"Backyard X-Scapes 3/4 in. D x 3 ft. H x 6 ft. W Natural Bamboo Fence","6 bamboo",2.67
4930,100861,"Veranda 3.5 ft. x 4 ft. White Vinyl Glendale Spaced Picket Fence Gate with 3 in. Dog Ear Pickets","empire fence gate",2.33
4932,100861,"Veranda 3.5 ft. x 4 ft. White Vinyl Glendale Spaced Picket Fence Gate with 3 in. Dog Ear Pickets","gates",3
4934,100861,"Veranda 3.5 ft. x 4 ft. White Vinyl Glendale Spaced Picket Fence Gate with 3 in. Dog Ear Pickets","sale on picket fence",2.33
4949,100865,"House of Fara 3/4 in. x 2-3/4 in. x 8 ft. MDF Wainscot Chair Rail","chair rail fillers",1.67
4956,100866,"Johnson Hardware 1500 Series Pocket Door Frame for Doors up to 30 in. x 80 in.","door frame kit",3
4983,100871,"GE 1.6 cu. ft. Over the Range Microwave Oven in Stainless Steel","ge profile cupboard microwave",2.67
4985,100871,"GE 1.6 cu. ft. Over the Range Microwave Oven in Stainless Steel","ge profile. microwave pem31sf",2.33
5002,100874,"Ryobi 1700-PSI 1.2-GPM Electric Pressure Washer","washer pressure",3
5005,100875,"Home Decorators Collection Ashurst 46 in. Media Console Infrared Electric Fireplace in Walnut Finish","electric fireplace media console.",2.33
5067,100885,"Sheetrock UltraLight 1/2 in. x 4 ft. x 8 ft. Gypsum Board","3/8 wood plank",2.33
5071,100885,"Sheetrock UltraLight 1/2 in. x 4 ft. x 8 ft. Gypsum Board","5/8 4x8",2
5107,100891,"LG Electronics 10,000 BTU 230V Through-the-Wall Air Conditioner with Heat","fridgdare air conditioners",2.33
5121,100893,"Reflectix 48 in. x 25 ft. Double Reflective Insulation","INSULATION FOAM BOARDS",1.67
5128,100894,"Oatey 8 oz. PVC and CPVC Purple Primer","pipe cement",1
5137,100897,"Clopay Premium Series 16 ft. x 7 ft. 12.9 R-Value Intellicore insulated White Garage Door with Windows Exceptional","double pain windows",1.33
5170,100898,"SmartSide 48 in. x 96 in. Composite Panel Siding (Actual: 0.315 in. x 48.56 in. x 95.87 in.)","plywoods",2.33
5176,100898,"SmartSide 48 in. x 96 in. Composite Panel Siding (Actual: 0.315 in. x 48.56 in. x 95.87 in.)","t-111 siding",2
5182,100899,"ECHO Purge Bulb Kit","echo",2.5
5185,100900,"ShelterLogic 10 ft. x 15 ft. x 8 ft. Tan Cover Auto Shelter","car",1.67
5230,100903,"Rheem Performance Platinum 50 Gal. Tall 12 Year 40,000 BTU High Efficiency Natural Gas Water Heater","water heater certified",2.67
5298,100914,"Simple Designs 17.72 in. Morning Glory LED Lighted Silver Decorative Tree Lamp","lamp",3
5325,100919,"Grace Vycor Plus 4 in. x 75 ft. Roll Fully-Adhered Flashing","roof ice",1
5354,100925,"Kwikset Cove Venetian Bronze Half-Dummy Knob","ddummy door knobs interior",3
5361,100927,"Werner 8 ft. Aluminum Extension Plank","ladder scaffold",1
5364,100927,"Werner 8 ft. Aluminum Extension Plank","scaffolding",2.33
5379,100929,"Home Decorators Collection Hamilton 61 in. W x 22 in. D Double Vanity in White with Granite Vanity Top in Beige","bathroom vanity with top 60 maple",2
5405,100936,"Grape Solar 265-Watt Polycrystalline Solar Panel","solar panel",3
5433,100941,"BLACK+DECKER 20-Volt Max Lithium-ion String Trimmer and Sweeper Combo Kit","black and decker edger",2.67
5457,100941,"BLACK+DECKER 20-Volt Max Lithium-ion String Trimmer and Sweeper Combo Kit","weed",2.67
5468,100943,"Fiskars 28 in. Power-Lever Bypass Lopper","prunning shears",1.67
5470,100943,"Fiskars 28 in. Power-Lever Bypass Lopper","tree pruner",2.67
5483,100944,"Frigidaire 30 in. 1.6 cu. ft. Over the Range Microwave in Stainless Steel","microwaves over range",3
5507,100945,"32 in. x 80 in. 6-Panel Primed Premium Steel Front Door Slab","outside doors",2.33
5585,100964,"Valencia 10 ft. Laminate Countertop in Typhoon Ice","laminate counter tops",2.67
5595,100966,"Delta Foundations 2-Handle Side Sprayer Kitchen Faucet in Chrome","kitchen sink faucet",3
5620,100969,"Patio Armor Stack Patio Chairs Cover","patio furniture covers",3
5625,100970,"Hampton Bay 3-Light Brushed Nickel Bath Bar Light","light fixtures for bathroom",2.67
5642,100972,"Ariens Compact 24 in. Two-Stage Electric Start Gas Snow Blower","toro snow blowers gas",2.67
5710,100989,"Waste King Legend Series 1/3 HP Continuous Feed Garbage Disposal","1/3 hoursepower garbage disposal",3
5725,100991,"2 in. x 6 in. x 8 ft. #2 &amp; Better Kiln-Dried Heat Treated Spruce-Pine-Fir Lumber","2x4x18 lumber",2.33
5737,100991,"2 in. x 6 in. x 8 ft. #2 &amp; Better Kiln-Dried Heat Treated Spruce-Pine-Fir Lumber","treate 2x4",2.33
5761,100995,"Simpson Strong-Tie 12-Gauge Black Powder-Coated E-Z Base","blind nailing brackets for decks",2.67
5766,100995,"Simpson Strong-Tie 12-Gauge Black Powder-Coated E-Z Base","post anchor",3
5774,100997,"Quikrete 60 lb. Concrete Mix","1x6 wood",1.33
5788,100997,"Quikrete 60 lb. Concrete Mix","quick",1.67
5797,100998,"Mighty Mule Contractor Series Compact Slide driveway Gate Opener Access Package","mighty mule gate opener",2.67
5800,100999,"KOHLER Wellworth Classic Complete Solution 2-piece 1.28 GPF Single Flush Round Toilet in White","delta riosa toilet",2.33
5809,101001,"ProFlex No-Dig 20 ft. Landscape Edging and Paver Edging Kit","lawn edging",2.33
5819,101005,"Spectrum 32 in. x 80 in. Century Beech Frosted Square Acrylic Accordion Door","pocket doors",2.33
5827,101008,"Home Decorators Collection 4-Panel Natural-Fiber Room Divider in Black","room divider",2.67
5857,101017,"Classic Accessories Veranda Large Round Patio Table and Chair Set Cover","CEMENT PATIO TABLES",1.67
5868,101018,"DEWALT 20-Volt 1.5Ah Max Lithium-Ion Compact Battery Pack","dewalt 7.2volt battery",2
5874,101019,"Honda 21 in. 3-in-1 Variable Speed Self-Propelled Gas Mower with Auto Choke","gas mower",2.67
5898,101024,"Underlayment (Common: 7/32 in. x 4 ft. x 8 ft.; Actual: 0.196 in. x 48 in. x 96 in.)","1/4 in. plywood",2.67
5941,101026,"Amana 11,500 BTU 230/208-Volt Through-the-Wall Heat Pump with 3.5 kW Electric Heat and Remote","through thewall air conditioner",2.67
5954,101027,"Whirlpool Duet 4.2 cu. ft. High-Efficiency Front Load Washer in White, ENERGY STAR","samsung front load dryer",2.33
5963,101027,"Whirlpool Duet 4.2 cu. ft. High-Efficiency Front Load Washer in White, ENERGY STAR","washer dryer sets",2.67
5975,101028,"Nantucket Pavers 20 in. and 21 in. Irregular Concrete Tan Variegated Stepping Stones Kit (20-Piece)","concrete stones",2.67
5996,101034,"WeatherShield 2 in. x 6 in. x 12 ft. #2 Prime Pressure-Treated Lumber","2 x 6 x 16",3
6000,101034,"WeatherShield 2 in. x 6 in. x 12 ft. #2 Prime Pressure-Treated Lumber","2x6x8 treated",2.67
6029,101036,"Crown Bolt 1 in. x 72 in. Plain Steel Angle with 1/8 in. Thick","72 inch tube",1
6044,101041,"Rheem Performance 40 Gal. Tall 6 Year 32,000 BTU Liquid Propane Gas Water Heater","120 gallon water heater propane",2
6052,101041,"Rheem Performance 40 Gal. Tall 6 Year 32,000 BTU Liquid Propane Gas Water Heater","propane 40 gal hot water heaters",3
6061,101042,"ClosetMaid Selectives 20 in. x 41.5 in. x 29 in. 3-Shelf White Stackable Corner Organizer","white wood corner shelf",3
6062,101042,"ClosetMaid Selectives 20 in. x 41.5 in. x 29 in. 3-Shelf White Stackable Corner Organizer","wood closet organizers",3
6071,101044,"Shark Professional Steam Pocket Mop","steqamers",1.33
6128,101055,"0.5 cu. ft. Paver Base","paver base gravel",2.67
6168,101062,"Melnor 8-Pattern Metal Front Trigger Nozzle","melnor",3
6174,101063,"Honda Tune Up Kit for GC/GCV Engines","change oil lawnmower",2.33
6175,101063,"Honda Tune Up Kit for GC/GCV Engines","honda blade",2
6198,101067,"LTL Home Products 24 in. Grey Groundmaster Post System","post mailbox",2
6227,101073,"Owens Corning R-13 Kraft Faced Insulation Roll 15 in. x 32 ft.","fiber glass pip insulation",2.33
6232,101073,"Owens Corning R-13 Kraft Faced Insulation Roll 15 in. x 32 ft.","insullation",2
6237,101073,"Owens Corning R-13 Kraft Faced Insulation Roll 15 in. x 32 ft.","R 15",1.67
6256,101075,"Everbilt 12 in. x 8 in. White Heavy Duty Shelf Bracket","l bracket",2.33
6258,101076,"Cornell 54 in. TV Console in Cherry","entertainment centers",2.67
6282,101083,"LightShow 24-Light LED C9 Color Motion Multi-Color String Light Set","christmas lights c9",3
6301,101089,"Milwaukee M12 12-Volt Lithium-Ion 1/4 in. Cordless Impact Driver Kit","12 volt 20ha",2
6314,101091,"Winchester 80,000 BTU 95.5% Multi-Positional Gas Furnace","gas furnace and hotwater",2.67
6363,101098,"Grip-Rite 3 in. x 0.131-Gauge Plastic 4M Vinyl-Coated Steel Smooth Shank Framing Nails","framing nails",2.33
6380,101101,"TrafficMASTER Allure 12 in. x 36 in. Red Rock Resilient Vinyl Tile Flooring (24 sq. ft. / case)","Allure Vinyl Tile",3
6413,101105,"Rust-Oleum Transformations Floor Wood and Laminate Renewal Kit","odorless paint interior cabinet",1.33
6425,101107,"Rubbermaid 70 in. Black Twin Track Upright","twin track bracket for clothes pole",2.67
6427,101108,"SAUDER Beginnings Collection 40 in. Storage Desk in Brook Cherry","desks",3
6460,101114,"TrafficMASTER 12 in. x 12 in. Exodus Resilient Vinyl Tile Flooring (30 sq. ft. / case)","greecianmarble floor tile",2.33
6462,101114,"TrafficMASTER 12 in. x 12 in. Exodus Resilient Vinyl Tile Flooring (30 sq. ft. / case)","luxury vinyl, expo floors",2.33
6472,101114,"TrafficMASTER 12 in. x 12 in. Exodus Resilient Vinyl Tile Flooring (30 sq. ft. / case)","vinyl tile adhesive",2.33
6503,101119,"Rheem Performance 75 Gal. Tall 6 Year 76,000 BTU Natural Gas Water Heater","gas water radiator",2.33
6508,101119,"Rheem Performance 75 Gal. Tall 6 Year 76,000 BTU Natural Gas Water Heater","rheem water heater gas",3
6518,101121,"SCI 32 oz. Clean Encounters","granite cleaners",2.67
6519,101121,"SCI 32 oz. Clean Encounters","granite sealer",3
6544,101127,"Linzer 8-Piece Paint Tray Set","paint brushes",2.67
6571,101132,"LG Electronics 26.1 cu. ft. Side by Side Refrigerator in Stainless Steel with Door-In-Door Design","26 door",1.67
6610,101137,"Glacier Bay Single-Handle Pull-Down Sprayer Kitchen Faucet with Soap Dispenser in Mediterranean Bronze","kitchen sink faucet",3
6616,101138,"American Standard Evolution Pedestal Combo Bathroom Sink with 4 in. Centers in White","westminster pedistal combo",2
6622,101140,"US Stove American Classics 40 in. Type 1 Tartara Tile Hearth Pad","pellet stove",2.33
6640,101145,"1 in. x 8 in. x 8 ft. Select Pine Board","1x8 _8",2.67
6656,101148,"Samsung 25.5 cu. ft. French Door Refrigerator in Stainless Steel","amana refrigerator",2.33
6660,101148,"Samsung 25.5 cu. ft. French Door Refrigerator in Stainless Steel","clearance appliance",2.67
